read_id	nh
ILLUMINA-075005_0053_FC:3:1:4012:1147#0	1
ILLUMINA-075005_0053_FC:3:1:4533:1144#0	1
ILLUMINA-075005_0053_FC:3:1:4584:1145#0	1
ILLUMINA-075005_0053_FC:3:1:4992:1148#0	1
ILLUMINA-075005_0053_FC:3:1:5067:1148#0	1
ILLUMINA-075005_0053_FC:3:1:5119:1149#0	1
ILLUMINA-075005_0053_FC:3:1:5719:1152#0	1
ILLUMINA-075005_0053_FC:3:1:5810:1145#0	1
ILLUMINA-075005_0053_FC:3:1:6176:1149#0	1
ILLUMINA-075005_0053_FC:3:1:6193:1151#0	1
ILLUMINA-075005_0053_FC:3:1:6454:1149#0	1
ILLUMINA-075005_0053_FC:3:1:6552:1142#0	1
ILLUMINA-075005_0053_FC:3:1:7404:1148#0	1
ILLUMINA-075005_0053_FC:3:1:7600:1150#0	1
ILLUMINA-075005_0053_FC:3:1:7924:1147#0	1
ILLUMINA-075005_0053_FC:3:1:8044:1145#0	1
ILLUMINA-075005_0053_FC:3:1:8075:1142#0	1
ILLUMINA-075005_0053_FC:3:1:8131:1150#0	1
ILLUMINA-075005_0053_FC:3:1:8156:1149#0	1
ILLUMINA-075005_0053_FC:3:1:8232:1149#0	1
ILLUMINA-075005_0053_FC:3:1:8372:1148#0	1
ILLUMINA-075005_0053_FC:3:1:9126:1152#0	1
ILLUMINA-075005_0053_FC:3:1:9240:1147#0	1
ILLUMINA-075005_0053_FC:3:1:9638:1147#0	1
ILLUMINA-075005_0053_FC:3:1:9752:1150#0	1
ILLUMINA-075005_0053_FC:3:1:9825:1150#0	1
ILLUMINA-075005_0053_FC:3:1:10901:1144#0	1
ILLUMINA-075005_0053_FC:3:1:10998:1148#0	1
ILLUMINA-075005_0053_FC:3:1:11658:1147#0	1
ILLUMINA-075005_0053_FC:3:1:11777:1152#0	1
ILLUMINA-075005_0053_FC:3:1:12341:1152#0	1
ILLUMINA-075005_0053_FC:3:1:12558:1148#0	1
ILLUMINA-075005_0053_FC:3:1:12595:1146#0	1
ILLUMINA-075005_0053_FC:3:1:12646:1153#0	1
ILLUMINA-075005_0053_FC:3:1:13053:1150#0	1
ILLUMINA-075005_0053_FC:3:1:13174:1152#0	1
ILLUMINA-075005_0053_FC:3:1:13310:1145#0	1
ILLUMINA-075005_0053_FC:3:1:13580:1151#0	1
ILLUMINA-075005_0053_FC:3:1:13741:1142#0	1
ILLUMINA-075005_0053_FC:3:1:13912:1144#0	1
ILLUMINA-075005_0053_FC:3:1:13983:1143#0	1
ILLUMINA-075005_0053_FC:3:1:15054:1145#0	1
ILLUMINA-075005_0053_FC:3:1:15149:1142#0	1
ILLUMINA-075005_0053_FC:3:1:15446:1142#0	1
ILLUMINA-075005_0053_FC:3:1:15857:1148#0	1
ILLUMINA-075005_0053_FC:3:1:16344:1141#0	1
ILLUMINA-075005_0053_FC:3:1:16834:1152#0	1
ILLUMINA-075005_0053_FC:3:1:17078:1146#0	1
ILLUMINA-075005_0053_FC:3:1:17410:1147#0	1
ILLUMINA-075005_0053_FC:3:1:18164:1148#0	1
ILLUMINA-075005_0053_FC:3:1:18619:1150#0	1
ILLUMINA-075005_0053_FC:3:1:18919:1144#0	1
ILLUMINA-075005_0053_FC:3:1:19716:1142#0	1
ILLUMINA-075005_0053_FC:3:1:19798:1145#0	1
ILLUMINA-075005_0053_FC:3:1:1289:1159#0	1
ILLUMINA-075005_0053_FC:3:1:1386:1154#0	1
ILLUMINA-075005_0053_FC:3:1:1428:1162#0	1
ILLUMINA-075005_0053_FC:3:1:3481:1161#0	1
ILLUMINA-075005_0053_FC:3:1:3806:1160#0	1
ILLUMINA-075005_0053_FC:3:1:3844:1159#0	1
ILLUMINA-075005_0053_FC:3:1:3887:1158#0	1
ILLUMINA-075005_0053_FC:3:1:4075:1161#0	1
ILLUMINA-075005_0053_FC:3:1:4462:1160#0	1
ILLUMINA-075005_0053_FC:3:1:4512:1158#0	1
ILLUMINA-075005_0053_FC:3:1:4555:1160#0	1
ILLUMINA-075005_0053_FC:3:1:4818:1154#0	1
ILLUMINA-075005_0053_FC:3:1:5397:1161#0	1
ILLUMINA-075005_0053_FC:3:1:5450:1158#0	1
ILLUMINA-075005_0053_FC:3:1:5571:1157#0	1
ILLUMINA-075005_0053_FC:3:1:6324:1162#0	1
ILLUMINA-075005_0053_FC:3:1:6655:1158#0	1
ILLUMINA-075005_0053_FC:3:1:6783:1155#0	1
ILLUMINA-075005_0053_FC:3:1:6925:1154#0	1
ILLUMINA-075005_0053_FC:3:1:7035:1159#0	1
ILLUMINA-075005_0053_FC:3:1:7101:1164#0	1
ILLUMINA-075005_0053_FC:3:1:7625:1162#0	1
ILLUMINA-075005_0053_FC:3:1:7708:1158#0	1
ILLUMINA-075005_0053_FC:3:1:8391:1164#0	1
ILLUMINA-075005_0053_FC:3:1:8422:1161#0	1
ILLUMINA-075005_0053_FC:3:1:8547:1157#0	1
ILLUMINA-075005_0053_FC:3:1:8596:1155#0	1
ILLUMINA-075005_0053_FC:3:1:8740:1162#0	1
ILLUMINA-075005_0053_FC:3:1:8758:1159#0	1
ILLUMINA-075005_0053_FC:3:1:8809:1161#0	1
ILLUMINA-075005_0053_FC:3:1:8933:1155#0	1
ILLUMINA-075005_0053_FC:3:1:9524:1158#0	1
ILLUMINA-075005_0053_FC:3:1:10185:1158#0	1
ILLUMINA-075005_0053_FC:3:1:10378:1157#0	1
ILLUMINA-075005_0053_FC:3:1:10670:1161#0	1
ILLUMINA-075005_0053_FC:3:1:10803:1156#0	1
ILLUMINA-075005_0053_FC:3:1:10848:1154#0	1
ILLUMINA-075005_0053_FC:3:1:11260:1163#0	1
ILLUMINA-075005_0053_FC:3:1:11566:1163#0	1
ILLUMINA-075005_0053_FC:3:1:11875:1154#0	1
ILLUMINA-075005_0053_FC:3:1:12716:1155#0	1
ILLUMINA-075005_0053_FC:3:1:13343:1158#0	1
ILLUMINA-075005_0053_FC:3:1:13465:1156#0	1
ILLUMINA-075005_0053_FC:3:1:14265:1163#0	1
ILLUMINA-075005_0053_FC:3:1:14533:1155#0	1
ILLUMINA-075005_0053_FC:3:1:15150:1160#0	1
ILLUMINA-075005_0053_FC:3:1:16226:1155#0	1
ILLUMINA-075005_0053_FC:3:1:16471:1155#0	1
ILLUMINA-075005_0053_FC:3:1:16509:1159#0	1
ILLUMINA-075005_0053_FC:3:1:16760:1154#0	1
ILLUMINA-075005_0053_FC:3:1:17189:1157#0	1
ILLUMINA-075005_0053_FC:3:1:17500:1163#0	1
ILLUMINA-075005_0053_FC:3:1:17681:1157#0	1
ILLUMINA-075005_0053_FC:3:1:17786:1155#0	1
ILLUMINA-075005_0053_FC:3:1:17813:1161#0	1
ILLUMINA-075005_0053_FC:3:1:17895:1157#0	1
ILLUMINA-075005_0053_FC:3:1:17913:1157#0	1
ILLUMINA-075005_0053_FC:3:1:18122:1153#0	1
ILLUMINA-075005_0053_FC:3:1:18364:1158#0	1
ILLUMINA-075005_0053_FC:3:1:18381:1165#0	1
ILLUMINA-075005_0053_FC:3:1:19229:1163#0	1
ILLUMINA-075005_0053_FC:3:1:19435:1156#0	1
ILLUMINA-075005_0053_FC:3:1:1166:1165#0	1
ILLUMINA-075005_0053_FC:3:1:1328:1165#0	1
ILLUMINA-075005_0053_FC:3:1:1459:1174#0	1
ILLUMINA-075005_0053_FC:3:1:1539:1165#0	1
ILLUMINA-075005_0053_FC:3:1:2258:1165#0	1
ILLUMINA-075005_0053_FC:3:1:2600:1173#0	1
ILLUMINA-075005_0053_FC:3:1:2958:1176#0	1
ILLUMINA-075005_0053_FC:3:1:3339:1172#0	1
ILLUMINA-075005_0053_FC:3:1:3616:1165#0	1
ILLUMINA-075005_0053_FC:3:1:3947:1169#0	1
ILLUMINA-075005_0053_FC:3:1:4267:1167#0	1
ILLUMINA-075005_0053_FC:3:1:4578:1169#0	1
ILLUMINA-075005_0053_FC:3:1:4676:1169#0	1
ILLUMINA-075005_0053_FC:3:1:4784:1169#0	1
ILLUMINA-075005_0053_FC:3:1:4896:1175#0	1
ILLUMINA-075005_0053_FC:3:1:5764:1173#0	1
ILLUMINA-075005_0053_FC:3:1:5850:1171#0	1
ILLUMINA-075005_0053_FC:3:1:6376:1169#0	1
ILLUMINA-075005_0053_FC:3:1:6427:1172#0	1
ILLUMINA-075005_0053_FC:3:1:6695:1173#0	1
ILLUMINA-075005_0053_FC:3:1:7003:1166#0	1
ILLUMINA-075005_0053_FC:3:1:7556:1172#0	1
ILLUMINA-075005_0053_FC:3:1:8064:1171#0	1
ILLUMINA-075005_0053_FC:3:1:8316:1176#0	1
ILLUMINA-075005_0053_FC:3:1:8501:1167#0	1
ILLUMINA-075005_0053_FC:3:1:9076:1165#0	1
ILLUMINA-075005_0053_FC:3:1:9561:1175#0	1
ILLUMINA-075005_0053_FC:3:1:9842:1169#0	1
ILLUMINA-075005_0053_FC:3:1:9915:1166#0	1
ILLUMINA-075005_0053_FC:3:1:10133:1172#0	1
ILLUMINA-075005_0053_FC:3:1:10212:1170#0	1
ILLUMINA-075005_0053_FC:3:1:10473:1176#0	1
ILLUMINA-075005_0053_FC:3:1:10741:1167#0	1
ILLUMINA-075005_0053_FC:3:1:12663:1175#0	1
ILLUMINA-075005_0053_FC:3:1:12923:1171#0	1
ILLUMINA-075005_0053_FC:3:1:13237:1175#0	1
ILLUMINA-075005_0053_FC:3:1:13311:1171#0	1
ILLUMINA-075005_0053_FC:3:1:13462:1175#0	1
ILLUMINA-075005_0053_FC:3:1:13634:1174#0	1
ILLUMINA-075005_0053_FC:3:1:14113:1166#0	1
ILLUMINA-075005_0053_FC:3:1:14388:1168#0	1
ILLUMINA-075005_0053_FC:3:1:14484:1168#0	1
ILLUMINA-075005_0053_FC:3:1:14643:1166#0	1
ILLUMINA-075005_0053_FC:3:1:14729:1170#0	1
ILLUMINA-075005_0053_FC:3:1:14914:1165#0	1
ILLUMINA-075005_0053_FC:3:1:15275:1171#0	1
ILLUMINA-075005_0053_FC:3:1:16068:1167#0	1
ILLUMINA-075005_0053_FC:3:1:16110:1168#0	1
ILLUMINA-075005_0053_FC:3:1:16410:1170#0	1
ILLUMINA-075005_0053_FC:3:1:16957:1172#0	1
ILLUMINA-075005_0053_FC:3:1:17336:1168#0	1
ILLUMINA-075005_0053_FC:3:1:17480:1168#0	1
ILLUMINA-075005_0053_FC:3:1:17701:1171#0	1
ILLUMINA-075005_0053_FC:3:1:17731:1171#0	1
ILLUMINA-075005_0053_FC:3:1:18141:1174#0	1
ILLUMINA-075005_0053_FC:3:1:18219:1169#0	1
ILLUMINA-075005_0053_FC:3:1:18670:1169#0	1
ILLUMINA-075005_0053_FC:3:1:18747:1172#0	1
ILLUMINA-075005_0053_FC:3:1:1251:1184#0	1
ILLUMINA-075005_0053_FC:3:1:1992:1187#0	1
ILLUMINA-075005_0053_FC:3:1:2320:1178#0	1
ILLUMINA-075005_0053_FC:3:1:2540:1184#0	1
ILLUMINA-075005_0053_FC:3:1:2630:1184#0	1
ILLUMINA-075005_0053_FC:3:1:2887:1179#0	1
ILLUMINA-075005_0053_FC:3:1:3113:1182#0	1
ILLUMINA-075005_0053_FC:3:1:3671:1181#0	1
ILLUMINA-075005_0053_FC:3:1:4239:1184#0	1
ILLUMINA-075005_0053_FC:3:1:4280:1184#0	1
ILLUMINA-075005_0053_FC:3:1:4730:1182#0	1
ILLUMINA-075005_0053_FC:3:1:4772:1185#0	1
ILLUMINA-075005_0053_FC:3:1:4875:1177#0	1
ILLUMINA-075005_0053_FC:3:1:4956:1179#0	1
ILLUMINA-075005_0053_FC:3:1:5118:1181#0	1
ILLUMINA-075005_0053_FC:3:1:5171:1181#0	1
ILLUMINA-075005_0053_FC:3:1:5212:1181#0	1
ILLUMINA-075005_0053_FC:3:1:5619:1184#0	1
ILLUMINA-075005_0053_FC:3:1:5739:1177#0	1
ILLUMINA-075005_0053_FC:3:1:5827:1187#0	1
ILLUMINA-075005_0053_FC:3:1:6839:1187#0	1
ILLUMINA-075005_0053_FC:3:1:7310:1184#0	1
ILLUMINA-075005_0053_FC:3:1:7376:1186#0	1
ILLUMINA-075005_0053_FC:3:1:7426:1186#0	1
ILLUMINA-075005_0053_FC:3:1:7827:1188#0	1
ILLUMINA-075005_0053_FC:3:1:7881:1179#0	1
ILLUMINA-075005_0053_FC:3:1:7967:1187#0	1
ILLUMINA-075005_0053_FC:3:1:8048:1179#0	1
ILLUMINA-075005_0053_FC:3:1:8408:1186#0	1
ILLUMINA-075005_0053_FC:3:1:8535:1180#0	1
ILLUMINA-075005_0053_FC:3:1:9051:1188#0	1
ILLUMINA-075005_0053_FC:3:1:9276:1177#0	1
ILLUMINA-075005_0053_FC:3:1:9410:1180#0	1
ILLUMINA-075005_0053_FC:3:1:9878:1178#0	1
ILLUMINA-075005_0053_FC:3:1:10159:1179#0	1
ILLUMINA-075005_0053_FC:3:1:10272:1186#0	1
ILLUMINA-075005_0053_FC:3:1:10386:1180#0	1
ILLUMINA-075005_0053_FC:3:1:10643:1183#0	1
ILLUMINA-075005_0053_FC:3:1:10837:1178#0	1
ILLUMINA-075005_0053_FC:3:1:11041:1179#0	1
ILLUMINA-075005_0053_FC:3:1:11163:1185#0	1
ILLUMINA-075005_0053_FC:3:1:11304:1178#0	1
ILLUMINA-075005_0053_FC:3:1:11430:1183#0	1
ILLUMINA-075005_0053_FC:3:1:11928:1183#0	1
ILLUMINA-075005_0053_FC:3:1:12319:1188#0	1
ILLUMINA-075005_0053_FC:3:1:12477:1181#0	1
ILLUMINA-075005_0053_FC:3:1:13040:1188#0	1
ILLUMINA-075005_0053_FC:3:1:13335:1184#0	1
ILLUMINA-075005_0053_FC:3:1:13387:1183#0	1
ILLUMINA-075005_0053_FC:3:1:13614:1184#0	1
ILLUMINA-075005_0053_FC:3:1:13718:1180#0	1
ILLUMINA-075005_0053_FC:3:1:13948:1187#0	1
ILLUMINA-075005_0053_FC:3:1:15032:1187#0	1
ILLUMINA-075005_0053_FC:3:1:15445:1177#0	1
ILLUMINA-075005_0053_FC:3:1:15488:1178#0	1
ILLUMINA-075005_0053_FC:3:1:15819:1187#0	1
ILLUMINA-075005_0053_FC:3:1:16271:1187#0	1
ILLUMINA-075005_0053_FC:3:1:16341:1182#0	1
ILLUMINA-075005_0053_FC:3:1:16463:1177#0	1
ILLUMINA-075005_0053_FC:3:1:16769:1179#0	1
ILLUMINA-075005_0053_FC:3:1:16804:1179#0	1
ILLUMINA-075005_0053_FC:3:1:16974:1177#0	1
ILLUMINA-075005_0053_FC:3:1:17068:1177#0	1
ILLUMINA-075005_0053_FC:3:1:17988:1184#0	1
ILLUMINA-075005_0053_FC:3:1:18024:1177#0	1
ILLUMINA-075005_0053_FC:3:1:18107:1183#0	1
ILLUMINA-075005_0053_FC:3:1:18195:1186#0	1
ILLUMINA-075005_0053_FC:3:1:18542:1185#0	1
ILLUMINA-075005_0053_FC:3:1:18849:1179#0	1
ILLUMINA-075005_0053_FC:3:1:19545:1185#0	1
ILLUMINA-075005_0053_FC:3:1:1671:1190#0	1
ILLUMINA-075005_0053_FC:3:1:1821:1199#0	1
ILLUMINA-075005_0053_FC:3:1:2285:1200#0	1
ILLUMINA-075005_0053_FC:3:1:2351:1192#0	1
ILLUMINA-075005_0053_FC:3:1:3553:1189#0	2
ILLUMINA-075005_0053_FC:3:1:3724:1192#0	1
ILLUMINA-075005_0053_FC:3:1:4502:1191#0	1
ILLUMINA-075005_0053_FC:3:1:5283:1195#0	1
ILLUMINA-075005_0053_FC:3:1:5382:1195#0	1
ILLUMINA-075005_0053_FC:3:1:5648:1198#0	1
ILLUMINA-075005_0053_FC:3:1:6245:1195#0	1
ILLUMINA-075005_0053_FC:3:1:6609:1192#0	1
ILLUMINA-075005_0053_FC:3:1:7031:1193#0	1
ILLUMINA-075005_0053_FC:3:1:7598:1189#0	1
ILLUMINA-075005_0053_FC:3:1:7735:1191#0	1
ILLUMINA-075005_0053_FC:3:1:7989:1198#0	1
ILLUMINA-075005_0053_FC:3:1:8097:1197#0	1
ILLUMINA-075005_0053_FC:3:1:8161:1191#0	1
ILLUMINA-075005_0053_FC:3:1:8366:1190#0	1
ILLUMINA-075005_0053_FC:3:1:8766:1200#0	1
ILLUMINA-075005_0053_FC:3:1:9080:1193#0	1
ILLUMINA-075005_0053_FC:3:1:9396:1193#0	1
ILLUMINA-075005_0053_FC:3:1:9842:1190#0	1
ILLUMINA-075005_0053_FC:3:1:10335:1198#0	1
ILLUMINA-075005_0053_FC:3:1:10557:1194#0	1
ILLUMINA-075005_0053_FC:3:1:10904:1200#0	1
ILLUMINA-075005_0053_FC:3:1:11360:1197#0	1
ILLUMINA-075005_0053_FC:3:1:11887:1195#0	1
ILLUMINA-075005_0053_FC:3:1:12017:1193#0	1
ILLUMINA-075005_0053_FC:3:1:12660:1193#0	1
ILLUMINA-075005_0053_FC:3:1:13499:1197#0	1
ILLUMINA-075005_0053_FC:3:1:13565:1196#0	1
ILLUMINA-075005_0053_FC:3:1:13639:1195#0	2
ILLUMINA-075005_0053_FC:3:1:14082:1200#0	1
ILLUMINA-075005_0053_FC:3:1:14170:1194#0	1
ILLUMINA-075005_0053_FC:3:1:14263:1197#0	1
ILLUMINA-075005_0053_FC:3:1:14613:1190#0	1
ILLUMINA-075005_0053_FC:3:1:15120:1193#0	1
ILLUMINA-075005_0053_FC:3:1:15504:1190#0	1
ILLUMINA-075005_0053_FC:3:1:15716:1190#0	1
ILLUMINA-075005_0053_FC:3:1:15847:1195#0	1
ILLUMINA-075005_0053_FC:3:1:15951:1190#0	1
ILLUMINA-075005_0053_FC:3:1:16177:1195#0	1
ILLUMINA-075005_0053_FC:3:1:16325:1196#0	1
ILLUMINA-075005_0053_FC:3:1:16792:1191#0	1
ILLUMINA-075005_0053_FC:3:1:17125:1197#0	1
ILLUMINA-075005_0053_FC:3:1:17481:1198#0	1
ILLUMINA-075005_0053_FC:3:1:17583:1192#0	1
ILLUMINA-075005_0053_FC:3:1:18352:1192#0	1
ILLUMINA-075005_0053_FC:3:1:18932:1192#0	1
ILLUMINA-075005_0053_FC:3:1:19161:1189#0	1
ILLUMINA-075005_0053_FC:3:1:19233:1192#0	1
ILLUMINA-075005_0053_FC:3:1:19652:1189#0	1
ILLUMINA-075005_0053_FC:3:1:19767:1191#0	1
ILLUMINA-075005_0053_FC:3:1:1269:1209#0	1
ILLUMINA-075005_0053_FC:3:1:1310:1204#0	1
ILLUMINA-075005_0053_FC:3:1:1439:1203#0	1
ILLUMINA-075005_0053_FC:3:1:1741:1201#0	1
ILLUMINA-075005_0053_FC:3:1:2639:1205#0	1
ILLUMINA-075005_0053_FC:3:1:2782:1211#0	1
ILLUMINA-075005_0053_FC:3:1:3637:1208#0	1
ILLUMINA-075005_0053_FC:3:1:3657:1205#0	1
ILLUMINA-075005_0053_FC:3:1:3971:1207#0	1
ILLUMINA-075005_0053_FC:3:1:4445:1201#0	1
ILLUMINA-075005_0053_FC:3:1:5996:1210#0	1
ILLUMINA-075005_0053_FC:3:1:6077:1202#0	1
ILLUMINA-075005_0053_FC:3:1:6148:1211#0	1
ILLUMINA-075005_0053_FC:3:1:6344:1210#0	1
ILLUMINA-075005_0053_FC:3:1:7622:1206#0	1
ILLUMINA-075005_0053_FC:3:1:8305:1205#0	1
ILLUMINA-075005_0053_FC:3:1:8681:1211#0	1
ILLUMINA-075005_0053_FC:3:1:8836:1202#0	1
ILLUMINA-075005_0053_FC:3:1:8884:1201#0	1
ILLUMINA-075005_0053_FC:3:1:9145:1209#0	1
ILLUMINA-075005_0053_FC:3:1:9245:1210#0	1
ILLUMINA-075005_0053_FC:3:1:9628:1205#0	1
ILLUMINA-075005_0053_FC:3:1:9810:1207#0	1
ILLUMINA-075005_0053_FC:3:1:10001:1204#0	1
ILLUMINA-075005_0053_FC:3:1:10043:1205#0	1
ILLUMINA-075005_0053_FC:3:1:10233:1205#0	1
ILLUMINA-075005_0053_FC:3:1:10352:1207#0	1
ILLUMINA-075005_0053_FC:3:1:10825:1203#0	1
ILLUMINA-075005_0053_FC:3:1:10888:1207#0	1
ILLUMINA-075005_0053_FC:3:1:11033:1210#0	1
ILLUMINA-075005_0053_FC:3:1:11401:1208#0	1
ILLUMINA-075005_0053_FC:3:1:11790:1203#0	1
ILLUMINA-075005_0053_FC:3:1:11907:1212#0	1
ILLUMINA-075005_0053_FC:3:1:11930:1205#0	1
ILLUMINA-075005_0053_FC:3:1:12864:1207#0	1
ILLUMINA-075005_0053_FC:3:1:13206:1207#0	1
ILLUMINA-075005_0053_FC:3:1:13735:1208#0	1
ILLUMINA-075005_0053_FC:3:1:14930:1211#0	1
ILLUMINA-075005_0053_FC:3:1:15012:1203#0	1
ILLUMINA-075005_0053_FC:3:1:15137:1211#0	1
ILLUMINA-075005_0053_FC:3:1:15256:1210#0	1
ILLUMINA-075005_0053_FC:3:1:15681:1210#0	1
ILLUMINA-075005_0053_FC:3:1:15726:1207#0	1
ILLUMINA-075005_0053_FC:3:1:15969:1206#0	1
ILLUMINA-075005_0053_FC:3:1:16189:1208#0	1
ILLUMINA-075005_0053_FC:3:1:16346:1211#0	1
ILLUMINA-075005_0053_FC:3:1:16917:1209#0	1
ILLUMINA-075005_0053_FC:3:1:16959:1209#0	1
ILLUMINA-075005_0053_FC:3:1:17452:1201#0	1
ILLUMINA-075005_0053_FC:3:1:17523:1205#0	1
ILLUMINA-075005_0053_FC:3:1:17792:1202#0	1
ILLUMINA-075005_0053_FC:3:1:18164:1211#0	1
ILLUMINA-075005_0053_FC:3:1:18571:1203#0	1
ILLUMINA-075005_0053_FC:3:1:18769:1205#0	1
ILLUMINA-075005_0053_FC:3:1:18801:1208#0	1
ILLUMINA-075005_0053_FC:3:1:19188:1202#0	1
ILLUMINA-075005_0053_FC:3:1:1507:1215#0	1
ILLUMINA-075005_0053_FC:3:1:1762:1218#0	1
ILLUMINA-075005_0053_FC:3:1:2219:1219#0	1
ILLUMINA-075005_0053_FC:3:1:2353:1214#0	1
ILLUMINA-075005_0053_FC:3:1:2383:1218#0	1
ILLUMINA-075005_0053_FC:3:1:2455:1223#0	1
ILLUMINA-075005_0053_FC:3:1:3475:1213#0	1
ILLUMINA-075005_0053_FC:3:1:3512:1214#0	1
ILLUMINA-075005_0053_FC:3:1:4206:1214#0	1
ILLUMINA-075005_0053_FC:3:1:4284:1219#0	1
ILLUMINA-075005_0053_FC:3:1:5050:1223#0	1
ILLUMINA-075005_0053_FC:3:1:5534:1214#0	1
ILLUMINA-075005_0053_FC:3:1:5596:1223#0	1
ILLUMINA-075005_0053_FC:3:1:7772:1212#0	1
ILLUMINA-075005_0053_FC:3:1:8447:1217#0	1
ILLUMINA-075005_0053_FC:3:1:8699:1216#0	1
ILLUMINA-075005_0053_FC:3:1:8754:1221#0	1
ILLUMINA-075005_0053_FC:3:1:9414:1214#0	1
ILLUMINA-075005_0053_FC:3:1:9703:1213#0	2
ILLUMINA-075005_0053_FC:3:1:10605:1221#0	1
ILLUMINA-075005_0053_FC:3:1:10685:1217#0	1
ILLUMINA-075005_0053_FC:3:1:10934:1213#0	1
ILLUMINA-075005_0053_FC:3:1:11709:1223#0	1
ILLUMINA-075005_0053_FC:3:1:12004:1212#0	1
ILLUMINA-075005_0053_FC:3:1:12417:1217#0	1
ILLUMINA-075005_0053_FC:3:1:12746:1213#0	1
ILLUMINA-075005_0053_FC:3:1:12803:1214#0	1
ILLUMINA-075005_0053_FC:3:1:12845:1213#0	1
ILLUMINA-075005_0053_FC:3:1:13246:1215#0	1
ILLUMINA-075005_0053_FC:3:1:13643:1213#0	1
ILLUMINA-075005_0053_FC:3:1:13842:1219#0	1
ILLUMINA-075005_0053_FC:3:1:13872:1217#0	1
ILLUMINA-075005_0053_FC:3:1:14154:1223#0	1
ILLUMINA-075005_0053_FC:3:1:14195:1220#0	1
ILLUMINA-075005_0053_FC:3:1:14275:1213#0	1
ILLUMINA-075005_0053_FC:3:1:14360:1219#0	1
ILLUMINA-075005_0053_FC:3:1:15805:1217#0	1
ILLUMINA-075005_0053_FC:3:1:15989:1216#0	1
ILLUMINA-075005_0053_FC:3:1:16204:1220#0	1
ILLUMINA-075005_0053_FC:3:1:16737:1217#0	1
ILLUMINA-075005_0053_FC:3:1:16868:1213#0	1
ILLUMINA-075005_0053_FC:3:1:17200:1222#0	1
ILLUMINA-075005_0053_FC:3:1:17258:1214#0	1
ILLUMINA-075005_0053_FC:3:1:17777:1212#0	1
ILLUMINA-075005_0053_FC:3:1:17959:1217#0	1
ILLUMINA-075005_0053_FC:3:1:18105:1222#0	1
ILLUMINA-075005_0053_FC:3:1:18223:1220#0	1
ILLUMINA-075005_0053_FC:3:1:18312:1222#0	1
ILLUMINA-075005_0053_FC:3:1:19166:1223#0	1
ILLUMINA-075005_0053_FC:3:1:1076:1229#0	1
ILLUMINA-075005_0053_FC:3:1:1495:1234#0	1
ILLUMINA-075005_0053_FC:3:1:1951:1229#0	1
ILLUMINA-075005_0053_FC:3:1:2298:1229#0	1
ILLUMINA-075005_0053_FC:3:1:2429:1228#0	1
ILLUMINA-075005_0053_FC:3:1:2549:1224#0	1
ILLUMINA-075005_0053_FC:3:1:2985:1232#0	1
ILLUMINA-075005_0053_FC:3:1:3254:1232#0	1
ILLUMINA-075005_0053_FC:3:1:3311:1229#0	1
ILLUMINA-075005_0053_FC:3:1:3481:1233#0	1
ILLUMINA-075005_0053_FC:3:1:3588:1234#0	1
ILLUMINA-075005_0053_FC:3:1:3868:1224#0	1
ILLUMINA-075005_0053_FC:3:1:3932:1231#0	1
ILLUMINA-075005_0053_FC:3:1:3955:1227#0	1
ILLUMINA-075005_0053_FC:3:1:4031:1230#0	1
ILLUMINA-075005_0053_FC:3:1:5009:1234#0	1
ILLUMINA-075005_0053_FC:3:1:5029:1228#0	1
ILLUMINA-075005_0053_FC:3:1:5170:1226#0	1
ILLUMINA-075005_0053_FC:3:1:5683:1228#0	1
ILLUMINA-075005_0053_FC:3:1:5989:1231#0	1
ILLUMINA-075005_0053_FC:3:1:6246:1235#0	1
ILLUMINA-075005_0053_FC:3:1:6504:1229#0	1
ILLUMINA-075005_0053_FC:3:1:6805:1234#0	1
ILLUMINA-075005_0053_FC:3:1:6856:1234#0	1
ILLUMINA-075005_0053_FC:3:1:6971:1228#0	1
ILLUMINA-075005_0053_FC:3:1:7418:1228#0	1
ILLUMINA-075005_0053_FC:3:1:7656:1225#0	1
ILLUMINA-075005_0053_FC:3:1:8425:1231#0	1
ILLUMINA-075005_0053_FC:3:1:8601:1229#0	1
ILLUMINA-075005_0053_FC:3:1:9134:1232#0	1
ILLUMINA-075005_0053_FC:3:1:9231:1234#0	1
ILLUMINA-075005_0053_FC:3:1:9423:1234#0	1
ILLUMINA-075005_0053_FC:3:1:10669:1229#0	1
ILLUMINA-075005_0053_FC:3:1:10748:1227#0	1
ILLUMINA-075005_0053_FC:3:1:11051:1227#0	1
ILLUMINA-075005_0053_FC:3:1:11278:1230#0	1
ILLUMINA-075005_0053_FC:3:1:11478:1226#0	1
ILLUMINA-075005_0053_FC:3:1:11516:1226#0	1
ILLUMINA-075005_0053_FC:3:1:12061:1229#0	1
ILLUMINA-075005_0053_FC:3:1:12084:1232#0	1
ILLUMINA-075005_0053_FC:3:1:12391:1230#0	1
ILLUMINA-075005_0053_FC:3:1:13857:1228#0	1
ILLUMINA-075005_0053_FC:3:1:13974:1228#0	1
ILLUMINA-075005_0053_FC:3:1:14174:1224#0	1
ILLUMINA-075005_0053_FC:3:1:14334:1234#0	1
ILLUMINA-075005_0053_FC:3:1:14632:1224#0	1
ILLUMINA-075005_0053_FC:3:1:14725:1233#0	1
ILLUMINA-075005_0053_FC:3:1:14775:1229#0	1
